company_area,company_contact_mail,company_desc,company_location,company_name,company_phone,company_website
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ÖDEAL YAZILIM VE BİLİŞİM ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://ode.al/
Çevre Teknolojileri,ariteknokent@ariteknokent.com.tr,"&nbsp; HET, &ccedil;evreye duyarlı, sosyal a&ccedil;ıdan adil ve estetik a&ccedil;ıdan hoş kamusal ve &ouml;zel alanlar yaratmak i&ccedil;in şehir liderleri, mimarlar ve planlamacılarla birlikte &ccedil;alışır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",HET PEYZAJ KENTSEL TASARIM AR-GE LTD. ŞTİ.,+90 (212) 285 45 79-80 (4 Hat),https://www.hetpeyzaj.com/
İnşaat,ariteknokent@ariteknokent.com.tr,"Macrostatic, m&uuml;hendislik problemlerine&nbsp;doğru ve hızlı &ccedil;&ouml;z&uuml;mler &uuml;reten kullanımı kolay uygulamalar geliştirir.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MBYT İNŞAAT VE BİLİŞİM TEK. ARGE MÜH. SAN. TİC. LTD. ŞTİ.,+90 (212) 285 71 92,http://www.mbyt.com.tr
Mühendislik Uygulamaları,ariteknokent@ariteknokent.com.tr,"İT&Uuml;NOVA Teknoloji Transfer Ofisi, İstanbul Teknik &Uuml;niversitesi&rsquo;nde geliştirilen akademik &ccedil;alışmaları ve yeni teknolojileri, sanayinin ihtiya&ccedil;larını karşılamak ve &uuml;lkemizin ulusal kalkınmasına katma değer sağlamak amacıyla sanayiye sunmaktadır.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",İTUNOVA TTO,+90 (212) 285 45 79-80 (4 Hat),http://www.itunovatto.com
Denizcilik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",FONDA DENİZCİLİK TEKNOLOJİ VE İNOVASYON  LİMİTED ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),
Bilişim,ariteknokent@ariteknokent.com.tr,"&nbsp; Mobven, mobil aşamada faaliyet g&ouml;steren hızlı b&uuml;y&uuml;yen bir teknoloji şirketidir. iOS, Android, Windows ve HTML tabanlı platformlar i&ccedil;in yazılım geliştirme hizmeti vermektedir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MOBVEN TEKNOLOJİ A.Ş.,+90 (212) 285 71 92,https://www.mobven.com/
Bilişim Teknolojiler,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",SYNTONIM BİLİŞİM HİZMETLERİ TİCARET ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://www.syntonym.com/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",REVY Teknoloji ve Danışmanlık Limited Şirketi,+90 (212) 285 45 79-80 (4 Hat),https://www.revy.com.tr/
Ulaştırma ve Lojisti,ariteknokent@ariteknokent.com.tr,Hi-SimuX bir raylı sistem sim&uuml;lasyon paketidir. Kullanıcıların tasarımı ve işletme koşullarını doğrulamak ve optimize etmek i&ccedil;in sistemin y&uuml;ksek ayrıntılı ve esneklikte modellemesine ve sim&uuml;le etmesine olanak tanır.,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",HISIM TEKNOLOJİ MÜH. SAN. VE TİC. LTD. ŞTİ.,+90 (212) 285 71 92,https://www.hisim.com.tr/tr/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",EHBA TEKNOLOJİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.ehbatechnology.com/
Eğitim,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Vidobu Eğitim Teknolojileri A.Ş,+90 (212) 285 45 79-80 (4 Hat),https://www.vidobu.com/
Mühendislik Uygulamaları,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",GVB MEKATRONİK AR-GE MÜH. SAN. TİC. LTD. ŞTİ.,+90 (212) 285 71 92,https://www.gvbmek.com/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",FASTRONE BİLİMSEL EKİPMANLAR  VE TEKNOLOJİ LTD. ŞTİ.,+90 (212) 285 45 79-80 (4 Hat),
Elektronik,ariteknokent@ariteknokent.com.tr,"Divit Teknoloji, &uuml;lke g&uuml;venliğini sağlayan akıllı kamera &uuml;retimi yapan bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",DİVİT,+90 (212) 285 71 92,http://www.divit.com.tr/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"AIR Telekom&uuml;nikasyon &Ccedil;&ouml;z&uuml;mleri, d&uuml;nyaca &uuml;nl&uuml; donanım &uuml;reticilerinin &uuml;r&uuml;nleri ve bunlar &uuml;zerine yaptığı geliştirmeler ile ulaşım, g&uuml;venlik ve petrol-gaz başta olmak &uuml;zere farklı sekt&ouml;rel ihtiya&ccedil;lara uyarlanmış, anahtar teslim &ccedil;&ouml;z&uuml;mler sunmaktadır. &nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",AIR TELEKOMÜNİKASYON,+90 (212) 285 71 92,http://www.airadio.com/
Elektronik,ariteknokent@ariteknokent.com.tr,"ABE Teknoloji, t&uuml;nel i&ccedil;i FM Tekrarlayıcı sistem ile Avrasya T&uuml;neli gibi T&uuml;rkiye&rsquo;nin en &ouml;nemli t&uuml;nel projelerinde ulaşım g&uuml;venliğinin sağlanmasında &ouml;nemli rol oynamaktadır. &nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ABE TEKNOLOJİ,+90 (212) 285 45 79-80 (4 Hat),http://www.abeteknoloji.com.tr
Mühendislik,ariteknokent@ariteknokent.com.tr,"Etik M&uuml;hendislik, &ccedil;ağdaş, ilkeli ve sorumlu m&uuml;hendislik yaklaşımımız ile hizmet verdiğimiz t&uuml;m yapılarda, can ve mal kayıplarını engelleyecek şekilde yenilik&ccedil;i ve amacına uygun yangın g&uuml;venliği &ccedil;&ouml;z&uuml;mleri yaratmaktır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ETİK MÜHENDİSLİK DANIŞMANLIK TASARIM VE EĞİTİM HİZMETLERİ A.Ş.,+90 (212) 285 71 92,http://www.etikmuhendislik.com.tr/
Elektronik,ariteknokent@ariteknokent.com.tr,"&nbsp; VEESE,&nbsp; hem otomotiv end&uuml;strisi hem de kablosuz teknolojiler konusunda derin bir anlayış i&ccedil;eren firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",VASITA ELEKTRONİK ELEKTRİK SİSTEMLERİ ENDÜSTRİSİ SAN. VE TİC. A.Ş.,+90 (212) 285 71 92,http://www.veese.com.tr/
Biyomedikal,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",INTERRUPT BİYOMEDİKAL VE MÜHENDİSLİK A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://interruptengineering.com/
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ARVİA YAZILIM TEKNOLOJİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://arvia.tech/
Bilişim Teknolojiler,ariteknokent@ariteknokent.com.tr,"Rigel, telekom&uuml;nikasyon ve enformasyon teknolojisi alanlarında 20 yılı aşkın tecr&uuml;be birikimi olan 8 uzmandan oluşan bir ekiptir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 4 Binası Maslak / İstanbul",RİGEL TEKNOLOJİ VE YAZILIM DANIŞMANLIK A.Ş.,+90 (212) 309 99 95,https://www.rigelltd.com/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Hergele Teknoloji A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.hergele.co/
Yazılım,ariteknokent@ariteknokent.com.tr,"1997 yılında kurulmuş bir yazılım evi olan IBS; Ar-Ge nitelikleri taşıyan &ouml;nc&uuml; projeler geliştirmekte, kurumların i&ccedil; ve dış m&uuml;şteri gereksinimlerinin karşılandığı hizmetlerin arkasında teknoloji sağlayıcı iş ortağı olarak yer almaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",İSTANBUL BİLGİ İLETİŞİM SİSTEMLERİ TİC. VE SANAYİ A.Ş.,+90 (212) 285 71 92,http://www.ibsyazilim.com
Elektronik,,"BSH T&uuml;rkiye, markaları Bosch, Siemens, Gaggenau ve Profilo ile enerji verimliliği ve inovasyonda d&uuml;nya şampiyonu &uuml;r&uuml;nlerini &uuml;lkemizde geliştirmekte, &uuml;retmekte ve başta Avrupa &uuml;lkeleri olmak &uuml;zere t&uuml;m d&uuml;nyaya ihra&ccedil; etmektedir.",Ankara,B/S/H,,http://www.bsh-group.com.tr/anasayfa
Elektronik,ariteknokent@ariteknokent.com.tr,"ARBON Robot ve Kontrol Teknolojileri Firması, T&uuml;rkiye&rsquo;de ilk defa &uuml;retilen orta &ouml;l&ccedil;ekli turbo-jet motorları i&ccedil;in Elektronik Kontrol Birimi (EKB) donanım ve yazılımını ger&ccedil;ekleştirmiştir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",ARBON ROBOT VE KONTROL TEKNOLOJİLERİ,+90 (212) 285 07 89,
Mühendislik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",MARİN SİBERNETİK İLERİ ARAÇ TEKNOLOJİLERİ LTD. ŞTİ.,+90 (212) 285 45 79-80 (4 Hat),
Fintech,ariteknokent@ariteknokent.com.tr,H3M yapay zekanın aktif &ouml;ğrenme teknolojisi ile anti-kara para aklama sistemlerinin yakalama başarım performansını %98 &uuml;zerine &ccedil;ıkarmaktadır.,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 4 Binası Maslak / İstanbul",H3M Yazılım Danışmanlık Sanayi ve Ticaret A.Ş.,+90 (212) 309 99 95,https://h3m.io/
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",PRAGMACRAFT YAZILIM LTD. ŞTİ.,+90 (212) 285 45 79-80 (4 Hat),https://www.pragmacraft.com/
Bilişim,ariteknokent@ariteknokent.com.tr,"Microne, nano-mikro teknoloji ve g&ouml;m&uuml;l&uuml; sistemler ile kişiye &ouml;zel tedavi sağlayan tıbbi cihazlar geliştiriyor.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MİCRONE SAĞLIK VE BİLİŞİM TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,+90 (212) 285 71 92,https://micronetech.com/
Bilişim Teknolojiler,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Longstage İnternet Teknolojileri A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.longstage.com/
Bilişim,ariteknokent@ariteknokent.com.tr,"SCOUTIUM, Futbolseverlerin d&uuml;ş&uuml;ncelerini hem birbirleriyle hem de kul&uuml;plerle paylaşabilmelerini, futbolcuların kendilerini tanıtabilmelerini, futbol kul&uuml;plerinin ise ihtiya&ccedil;larına uygun futbolcuları bulabilmelerini ve onları takip edebilmelerini sağlayacak bir platformdur.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SCOUTIUM FUTBOL TEKNOLOJİLERİ A.Ş.,+90 (212) 285 71 92,https://www.scoutium.com/
Kripto Para,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",BİLİRA TEKNOLOJİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.bilira.co/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Mubuto, m&uuml;şterilerine b&uuml;y&uuml;k fikirleri istisnai &uuml;r&uuml;nlere d&ouml;n&uuml;şt&uuml;ren &ouml;zel yazılım tasarımı ve geliştirme hizmetleri sunar.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",Mubuto Bilgi Teknolojileri A.Ş.,+90 (212) 285 71 92,http://www.mubuto.com/
Yazılım,ariteknokent@ariteknokent.com.tr,"Algopoly, enerji, finans ve lojistik sekt&ouml;rleri i&ccedil;in b&uuml;y&uuml;k &ouml;l&ccedil;ekli tahminleme algoritmaları geliştiren ve bu algoritmalarla g&uuml;nl&uuml;k operasyonlar i&ccedil;in veri temelli karar alma s&uuml;re&ccedil;leri kurgulayan bir teknoloji şirketidir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 4 Binası Maslak / İstanbul",ALGOPOLY,+90 (212) 309 99 95,https://algopoly.com/
Havacılık,ariteknokent@ariteknokent.com.tr,"Hummingdrone, end&uuml;striyel ihtiya&ccedil;lar i&ccedil;in otonom insansız hava aracı (İHA) sistemleri &uuml;zerine &ccedil;alışan bir girişimdir. Sekt&ouml;rel ihtiya&ccedil;lara g&ouml;re değişen yazılımsal &ouml;zelleştirmeler sunar ve bu ihtiya&ccedil;lara y&ouml;nelik geliştirilen faydalı y&uuml;klerin kullanımını destekleyen İHA&rsquo;lar tasarlar.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",HUMMINGDRONE HAVACILIK ARGE VE YAZILIM LİMİTED ŞİRKETİ,+90 (212) 285 71 92,https://hummingdrone.co/
Bilişim,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ARTIFICAX BİLİŞİM A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://artificax.com/
Mühendislik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",HYPER ITEM MÜHENDİSLİK DANIŞMANLIK PRODÜKSİYON A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://hyperitem.tech/
Mühendislik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",LA2 DYNAMICS MÜHENDİSLİK ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://la2dynamics.com/
Bilişim,ariteknokent@ariteknokent.com.tr,"Odine, 360 derece &ouml;zel Sistem Entegrasyon &ccedil;&ouml;z&uuml;mleri ile&nbsp;eski sistemlerden gelecekteki ağlara kadar kusursuz dijital d&ouml;n&uuml;ş&uuml;m&uuml;n&uuml;z&uuml; g&uuml;&ccedil;lendiren bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ODİNE SOLUTİONS TEKNOLOJİ TİCARET VE SANAYİ A.Ş.,+90 (212) 285 71 92,https://odinesolutions.com/
Malzeme,ariteknokent@ariteknokent.com.tr,"Matil Malzeme, b&uuml;nyesindeki pilot &ouml;l&ccedil;ekli &ccedil;elik &uuml;retim laboratuvarı ile Ar-Ge merkezi olarak, yeni &ccedil;elik kalitelerinin geliştirilmesi, maliyet azaltma ve mevcut kalitelerin iyileştirmesine y&ouml;nelik yetkinliklerini &ccedil;elik sekt&ouml;r&uuml;n&uuml;n hizmetine sunmaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MATİL  MALZEME  TEST VE İNOVASYON LABORATUVARLARI A.Ş.,+90 (212) 285 71 92,http://www.matil.org/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Erlab Teknoloji, geliştirdiği Hibrit Bulut Teknolojileri ile g&uuml;venlikten medyaya, eğitimden haberciliğe bir &ccedil;ok farklı sekt&ouml;rde 8 milyon global kullanıcıya yenilik&ccedil;i video &ccedil;&ouml;z&uuml;mleri sağlamaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ERLAB,+90 (212) 285 71 92,http://www.erlab.com.tr/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",MIOPS TEKNOLOJİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.miops.com/
Finans,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",WORLDLİNE ÖDEME SİSTEM ÇÖZÜMLERİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://worldline.com/tr-tr/home.html
Bilişim,ariteknokent@ariteknokent.com.tr,"Sorwe, insanları anlamak ve kişiselleştirilmiş bir b&uuml;y&uuml;me yolculuğu sağlamak i&ccedil;in hizmet veren bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SORWE BİLGİ VE MOBİL TEKNOLOJİLERİ A.Ş.,+90 (212) 285 71 92,https://www.sorwe.com/en/
Elektronik,ariteknokent@ariteknokent.com.tr,"Vestel Elektronik grup şirketlerinden biri olan Vestek, B2B ekran &ccedil;&ouml;z&uuml;mleri ve IoT alanında yazılım &ccedil;&ouml;z&uuml;mleri geliştirmektedir. Digital signage ve videowall ekranları y&ouml;netim sistemi yazılımları, otel ve hastaneler i&ccedil;in &ouml;zelleştirilmiş TV y&ouml;netim sistemi &ccedil;&ouml;z&uuml;mleri, elektrikli ara&ccedil;lar i&ccedil;in batarya şarj takip yazılımları Vestek&rsquo;in son yıllarda yoğun bir şekilde konsantre olduğu faaliyet alanlarıdır.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",VESTEK,+90 (212) 285 07 89,http://www.vestek.com.tr/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"İnnova, geliştirdiği yerli ve milli teknolojiler ile kurumlara u&ccedil;tan uca &ccedil;&ouml;z&uuml;mler sunmakta, dijital d&ouml;n&uuml;ş&uuml;m yolculuklarında rekabet, maliyet ve karlılık avantajı sağlamaktadır. Normal 0 false false false EN-US JA X-NONE /* Style Definitions */ table.MsoNormalTable {mso-style-name:""Table Normal""; mso-tstyle-rowband-size:0; mso-tstyle-colband-size:0; mso-style-noshow:yes; mso-style-priority:99; mso-style-parent:""""; mso-padding-alt:0in 5.4pt 0in 5.4pt; mso-para-margin:0in; mso-para-margin-bottom:.0001pt; mso-pagination:widow-orphan; font-size:12.0pt; font-family:Cambria; mso-ascii-font-family:Cambria; mso-ascii-theme-font:minor-latin; mso-hansi-font-family:Cambria; mso-hansi-theme-font:minor-latin;}","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 4 Binası Maslak / İstanbul",İNNOVA,+90 (212) 309 99 95,http://www.innova.com.tr
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Tahsilist Yazılım A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://tahsilist.com/
Elektronik & Bilişim,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",RENESAS DESİGN TURKEY ARAŞTIRMA GELİŞTİRME VE TİCARET A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.renesas.com/us/en
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,"Parton Big Data, dijital d&ouml;n&uuml;ş&uuml;m&uuml;n&uuml;z&uuml; her zamankinden daha kolay hale getiren yeni nesil a&ccedil;ık kaynaklı veri odaklı iş zekasının birleşimidir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",PARTON BÜYÜK VERİ ANALİTİĞİ ve DANIŞMANLIK A.Ş,+90 (212) 285 71 92,https://partonbigdata.com
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",İyi Makina Bilgi Teknolojileri ve Ticaret A.Ş.,+90 (212) 285 71 92,http://www.iyimakina.com
Yazılım,ariteknokent@ariteknokent.com.tr,"&nbsp; Robusta, 2017 yılından bu yana robotik proses otomasyonu alanında &ccedil;&ouml;z&uuml;mler sunan bir RPA firmasıdır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ROBUSTA YAZILIM OTOMASYON DANIŞMANLIK SANAYİ VE TİC. A.Ş.,+90 (212) 285 71 92,https://robusta.com.tr/
Bilişim,ariteknokent@ariteknokent.com.tr,"GullsEye, terminallerde konteyner, ro-ro, genel kargo, sıvı kargo hizmetlerini hızlandıran bir terminal işletim sistemidir. Gelişmiş izleme ve raporlama mod&uuml;lleri ile GullsEye, m&uuml;şteri memnuniyetini garanti eder ve kapsamlı denetlenebilirlik sağlar.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",GULLSEYE LOJİSTİK TEKNOLOJİLERİ A.Ş.,+90 (212) 285 71 92,http://www.gullseye.com/
Bilişim,ariteknokent@ariteknokent.com.tr,"İnovan grup; odak noktası, yeni y&uuml;ksek teknolojileri teknik olmayan kişiler i&ccedil;in kullanılabilir hale getirmek olan ve yeni teknolojilerde uzman olan bir şirkettir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",İNOVAN GRUP TEKNOLOJİ SANAYİ TİCARET A.Ş.İNOVAN GRUP TEKNOLOJİ SANAYİ TİCARET A.Ş.,+90 (212) 285 71 92,https://www.inovangroup.com.tr
Bilişim,ariteknokent@ariteknokent.com.tr,"&Ouml;zer Yayınları, ilkokul, ortaokul ve liselere y&ouml;nelik ders kitapları, yardımcı ders kitapları ve sınavlara hazırlık kitapları yayınlamaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ÖZER YAYINLARI LTD. ŞTİ.,+90 (212) 285 71 92,https://www.ozeryayinlari.com.tr/
Bilişim,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",KARTEK KART VE BİLİŞİM TEKNOLOJİLERİ TİC. A.Ş.,+90 (212) 285 71 92,http://www.cardtek.com
Enerji,ariteknokent@ariteknokent.com.tr,GUMUSH AeroSpace T&uuml;rkiye&rsquo;nin uydu ve uzay aracı konusunda tasarım ve &uuml;retim yapan ilk &ouml;zel teşebb&uuml;s firmasıdır. Bug&uuml;ne kadar 7 farklı uydu ve uzay aracı projesinde yer almıştır.,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",GÜMÜŞ UZAY SAVUNMA HAVACILIK BİL. YAZ. AR-GE. MÜH. SAN. VE TİC. LTD. ŞTİ.,+90 (212) 285 71 92,http://www.gumush.com.tr
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Dijital d&ouml;n&uuml;ş&uuml;m alanında lider teknoloji firması Commencis, b&uuml;y&uuml;k veri, kullanıcı deneyimi, yazılım ve bulut bilişim alanındaki &uuml;r&uuml;n ve &ccedil;&ouml;z&uuml;mleriyle d&uuml;nyada &ouml;nde gelen markaların dijitalde b&uuml;y&uuml;melerine &ouml;nc&uuml;l&uuml;k etmektedir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",COMMENCIS,+90 (212) 285 45 79-80 (4 Hat),https://www.commencis.com
Mühendislik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",SRNET Mühendislik Anonim Şirketi,+90 (212) 285 45 79-80 (4 Hat),https://www.swarmnect.com/
Madencilik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ESAM ARGE TEKNOLOJİ VE MADENCİLİK SANAYİ TİCARET LİMİTED ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://www.esammadencilik.com/
İnşaat,ariteknokent@ariteknokent.com.tr,"Metrosis A.Ş., raylı sistem sekt&ouml;r&uuml;nde sinyalizasyon, kontrol ve haberleşme, g&uuml;&ccedil; temini, &ccedil;evresel kontrol sistemi, sistem m&uuml;hendisliği konularında faaliyet g&ouml;steren bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",Metrosis İnşaat Mühendislik A.Ş.,+90 (212) 285 71 92,http://metrosisas.com/Iletisim.asp
Bilişim,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",CASK YAZILIM TEKNOLOJİ VE MADENCİLİK SAN. TİC. LTD. ŞTİ.,+90 (212) 285 71 92,http://www.cask.com.tr
Elektronik & Bilişim,ariteknokent@ariteknokent.com.tr,"2019 Yılında kurulan Cezeri, havacılık m&uuml;hendisliği ile yapay zek&acirc; teknolojilerini bir araya getirerek, y&uuml;ksek teknolojik ve bilişsel sistemler geliştirmekte olan gen&ccedil; ve dinamik bir ekiptir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",CEZERİ YAPAY ZEKA ROBOTİK TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,+90 (212) 285 71 92,http://www.cezerirobot.com
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"T&uuml;rkiye ve b&ouml;lgenin &ouml;nc&uuml; finans, sigorta ve e-ticaret firmalarına pandemide daha hızlı ve g&uuml;venli hizmet vermelerini sağlayan teknolojiler &uuml;rettik.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ETERATION,+90 (212) 285 45 79-80 (4 Hat),http://www.eteration.com/
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 4 Binası Maslak / İstanbul",MEEAPPS YAZILIM VE BİLGİ TEKNOLOJİLERİ A.Ş.,+90 (212) 309 99 95,http://meeapps.com.tr/
